stn;time;fu3010h1;gre000h0;tre200h0;rre150h0;fu3010h0
NABZUE;2024060705;18.7;35;17.8;0.0;9.0
NABZUE;2024060706;17.3;85;18.0;0.0;10.1
NABZUE;2024060707;22.0;164;18.5;0.0;11.9
NABZUE;2024060708;19.1;174;18.8;0.0;10.1
NABZUE;2024060709;15.8;240;19.5;0.0;8.3
NABZUE;2024060710;18.4;660;21.5;0.0;9.4
NABZUE;2024060711;11.2;504;22.2;0.0;4.7
NABZUE;2024060712;16.2;753;23.7;0.0;6.5
NABZUE;2024060713;19.4;814;24.6;0.0;8.3
NABZUE;2024060714;16.6;562;24.7;0.0;7.6
NABZUE;2024060715;20.9;658;25.7;0.0;9.7
NABZUE;2024060716;21.2;255;25.2;0.0;7.9
NABZUE;2024060717;21.2;186;25.2;0.0;12.2
NABZUE;2024060718;23.4;114;24.9;0.0;13.3
NABZUE;2024060719;26.6;57;24.2;0.0;15.1
NABZUE;2024060720;20.9;6;23.3;0.0;10.8
NABZUE;2024060721;25.6;-1;21.6;0.0;11.2
NABZUE;2024060722;25.9;-1;18.9;0.0;11.9
NABZUE;2024060723;20.5;-1;18.6;0.0;11.2
NABZUE;2024060800;20.5;-1;18.5;0.0;10.1
NABZUE;2024060801;21.6;0;18.5;0.0;10.4
NABZUE;2024060802;15.8;0;18.4;0.0;6.1
NABZUE;2024060803;15.5;-1;18.2;0.0;8.3
NABZUE;2024060804;16.9;4;17.9;0.0;8.3
NABZUE;2024060805;11.9;67;17.7;0.0;5.8
NABZUE;2024060806;15.8;241;18.5;0.0;9.0
NABZUE;2024060807;14.4;399;19.7;0.0;7.9
NABZUE;2024060808;14.0;559;21.1;0.0;7.6
NABZUE;2024060809;14.0;553;22.4;0.0;8.3
NABZUE;2024060810;16.9;306;22.9;0.0;7.6
NABZUE;2024060811;11.9;479;22.8;0.0;6.5
NABZUE;2024060812;23.4;500;24.7;0.0;8.3
NABZUE;2024060813;26.6;462;25.4;0.0;12.6
NABZUE;2024060814;59.4;185;23.7;0.0;14.8
NABZUE;2024060815;15.8;225;21.6;0.0;6.5
NABZUE;2024060816;23.8;219;22.8;0.0;10.4
NABZUE;2024060817;20.5;67;21.7;0.0;5.0
NABZUE;2024060818;13.0;60;21.9;0.0;6.8
NABZUE;2024060819;9.4;13;21.4;0.0;4.0
NABZUE;2024060820;19.8;1;21.1;0.0;9.0
NABZUE;2024060821;18.4;-1;20.3;0.8;7.9
NABZUE;2024060822;13.7;-1;18.8;3.8;6.8
NABZUE;2024060823;12.2;-1;18.0;2.0;4.0
NABZUE;2024060900;23.0;-1;17.7;0.1;11.2
NABZUE;2024060901;24.1;-1;17.4;0.1;10.8
NABZUE;2024060902;15.8;-3;17.1;0.0;6.5
NABZUE;2024060903;14.0;-3;17.0;0.0;6.5
NABZUE;2024060904;9.0;2;16.9;0.0;4.7
NABZUE;2024060905;9.0;61;17.0;0.0;3.6
NABZUE;2024060906;10.1;145;17.4;0.0;4.3
NABZUE;2024060907;9.4;104;17.7;0.0;4.3
NABZUE;2024060908;11.5;201;18.3;0.0;4.3
NABZUE;2024060909;15.1;314;19.0;0.0;6.5
NABZUE;2024060910;16.2;412;19.9;0.0;7.2
NABZUE;2024060911;21.2;383;20.8;0.0;7.6
NABZUE;2024060912;17.6;447;21.3;0.0;7.9
NABZUE;2024060913;17.6;411;22.0;0.0;8.6
NABZUE;2024060914;17.6;356;22.3;0.0;7.9
NABZUE;2024060915;19.4;194;22.6;0.0;7.9
NABZUE;2024060916;18.4;13;21.4;1.0;7.2
NABZUE;2024060917;24.8;22;19.4;1.3;9.4
NABZUE;2024060918;28.8;84;19.4;0.0;11.2
NABZUE;2024060919;20.5;15;19.0;0.0;7.9
NABZUE;2024060920;10.8;1;18.9;0.0;4.7
NABZUE;2024060921;19.4;-2;18.2;0.3;7.9
NABZUE;2024060922;21.6;0;17.1;3.7;10.8
NABZUE;2024060923;24.5;-2;16.2;8.1;9.0
NABZUE;2024061000;16.2;-2;16.0;0.5;7.6
NABZUE;2024061001;21.2;-3;16.1;0.0;9.4
NABZUE;2024061002;20.5;-3;15.8;0.7;10.8
NABZUE;2024061003;18.0;-2;15.3;1.2;9.0
NABZUE;2024061004;16.6;-1;15.0;0.4;9.4
NABZUE;2024061005;14.4;15;14.9;0.8;6.8
NABZUE;2024061006;14.4;29;14.9;0.3;6.1
NABZUE;2024061007;15.1;111;15.4;0.1;6.5
NABZUE;2024061008;16.6;196;16.0;0.0;6.5
NABZUE;2024061009;16.9;467;17.1;0.0;7.6
NABZUE;2024061010;24.8;565;18.5;0.0;10.8
NABZUE;2024061011;27.4;367;18.6;0.0;11.2
NABZUE;2024061012;25.2;686;19.7;0.0;9.7
NABZUE;2024061013;31.3;875;21.2;0.0;13.3
NABZUE;2024061014;39.2;741;21.6;0.0;14.0
NABZUE;2024061015;33.8;723;22.5;0.0;16.2
NABZUE;2024061016;31.7;534;22.3;0.0;13.3
NABZUE;2024061017;32.4;211;21.7;0.0;14.0
NABZUE;2024061018;33.1;73;20.7;0.0;17.6
NABZUE;2024061019;31.3;24;19.9;0.0;16.6
NABZUE;2024061020;18.4;2;19.1;0.0;9.4
NABZUE;2024061021;19.1;-1;18.6;0.0;10.1
NABZUE;2024061022;32.8;-1;17.9;0.0;14.0
NABZUE;2024061023;33.5;-1;17.1;0.0;16.6
NABZUE;2024061100;33.1;-1;15.9;0.0;17.3
NABZUE;2024061101;29.5;0;13.5;0.0;12.2
NABZUE;2024061102;17.6;-1;12.2;0.7;6.5
NABZUE;2024061103;10.4;-1;11.7;0.6;3.6
NABZUE;2024061104;16.6;0;11.2;0.7;3.6
NABZUE;2024061105;11.2;6;11.4;0.0;4.0
NABZUE;2024061106;10.4;19;11.5;0.0;5.4
NABZUE;2024061107;20.5;22;11.5;0.0;7.9
NABZUE;2024061108;21.6;48;10.6;0.0;7.6
NABZUE;2024061109;13.3;141;11.1;0.0;6.1
NABZUE;2024061110;11.2;240;12.0;0.0;4.7
NABZUE;2024061111;12.2;284;12.8;0.0;5.4
NABZUE;2024061112;12.6;197;13.2;0.0;5.0
NABZUE;2024061113;12.2;193;13.6;0.0;4.0
NABZUE;2024061114;15.8;154;13.9;0.0;6.8
NABZUE;2024061115;15.5;119;13.7;0.0;8.3
NABZUE;2024061116;14.4;116;13.6;0.0;7.6
NABZUE;2024061117;13.0;57;13.5;0.0;6.8
NABZUE;2024061118;14.4;26;13.3;0.1;6.1
NABZUE;2024061119;14.8;2;12.7;0.5;4.7
NABZUE;2024061120;15.5;-1;12.3;0.7;7.9
NABZUE;2024061121;14.8;-1;11.9;0.0;6.8
NABZUE;2024061122;11.9;-2;12.0;0.2;4.0
NABZUE;2024061123;8.6;-2;11.8;0.0;4.0
NABZUE;2024061200;14.8;0;11.6;0.0;7.6
NABZUE;2024061201;5.4;0;11.5;0.0;2.5
NABZUE;2024061202;6.1;0;11.4;0.0;2.9
NABZUE;2024061203;6.5;-1;10.9;0.0;2.9
NABZUE;2024061204;6.5;7;10.3;0.0;3.2
NABZUE;2024061205;10.8;93;10.4;0.0;4.7
NABZUE;2024061206;10.4;296;11.5;0.0;3.6
NABZUE;2024061207;12.2;463;13.1;0.0;4.0
NABZUE;2024061208;15.1;692;14.6;0.0;7.9
NABZUE;2024061209;16.6;799;15.6;0.0;6.8
NABZUE;2024061210;19.8;784;16.6;0.0;6.5
NABZUE;2024061211;19.8;874;17.8;0.0;7.9
NABZUE;2024061212;22.0;765;18.5;0.0;8.6
NABZUE;2024061213;24.5;581;19.0;0.0;10.1
NABZUE;2024061214;20.5;501;19.0;0.0;7.9
NABZUE;2024061215;22.0;608;19.2;0.0;8.6
NABZUE;2024061216;27.0;413;19.5;0.0;11.2
NABZUE;2024061217;20.5;245;19.3;0.0;8.6
NABZUE;2024061218;19.4;113;19.1;0.0;9.0
NABZUE;2024061219;25.9;19;18.2;0.0;9.0
NABZUE;2024061220;25.6;2;17.1;0.0;10.1
NABZUE;2024061221;18.4;0;16.5;0.0;8.6
NABZUE;2024061222;16.9;-1;15.8;0.0;7.9
NABZUE;2024061223;16.9;-1;14.7;0.0;9.0
NABZUE;2024061300;15.8;-1;14.3;0.0;9.4
NABZUE;2024061301;19.1;0;14.1;0.0;11.2
NABZUE;2024061302;15.8;0;13.8;0.0;8.3
NABZUE;2024061303;13.3;-1;13.3;0.0;5.8
NABZUE;2024061304;10.1;6;12.8;0.0;4.7
NABZUE;2024061305;14.4;61;12.7;0.0;6.1
NABZUE;2024061306;13.7;205;13.3;0.0;6.1
NABZUE;2024061307;13.0;428;14.1;0.0;6.1
NABZUE;2024061308;12.6;530;15.3;0.0;4.3
NABZUE;2024061309;18.0;647;16.4;0.0;6.1
NABZUE;2024061310;15.8;828;17.5;0.0;5.4
NABZUE;2024061311;16.2;726;18.3;0.0;6.5
NABZUE;2024061312;18.4;884;19.6;0.0;8.3
NABZUE;2024061313;18.0;839;20.1;0.0;6.8
NABZUE;2024061314;26.3;753;20.9;0.0;10.8
NABZUE;2024061315;19.1;594;20.7;0.0;6.8
NABZUE;2024061316;26.6;587;21.5;0.0;9.4
NABZUE;2024061317;15.1;410;21.5;0.0;7.2
NABZUE;2024061318;19.4;206;20.8;0.0;6.8
NABZUE;2024061319;14.0;57;20.2;0.0;5.8
NABZUE;2024061320;10.8;1;19.1;0.0;4.7
NABZUE;2024061321;17.6;-2;18.0;0.0;6.5
NABZUE;2024061322;11.2;-2;16.7;0.0;6.8
NABZUE;2024061323;10.8;-1;16.1;0.0;6.1
NABZUE;2024061400;10.8;-1;15.5;0.0;5.8
NABZUE;2024061401;24.1;-1;15.3;0.0;6.8
NABZUE;2024061402;37.1;-1;16.6;0.0;13.7
NABZUE;2024061403;25.9;-1;17.1;0.0;9.4
NABZUE;2024061404;19.4;3;15.9;0.0;7.2
NABZUE;2024061405;29.2;29;15.9;0.0;9.0
NABZUE;2024061406;32.8;40;17.2;0.0;11.2
NABZUE;2024061407;14.0;73;15.9;0.3;6.5
NABZUE;2024061408;28.8;146;15.4;0.3;12.2
NABZUE;2024061409;32.8;223;15.4;0.0;9.7
NABZUE;2024061410;21.6;304;15.6;0.2;9.4
NABZUE;2024061411;20.9;709;17.5;0.0;9.4
NABZUE;2024061412;24.8;765;18.9;0.0;13.7
NABZUE;2024061413;20.9;450;19.3;0.0;11.5
NABZUE;2024061414;23.8;207;19.5;0.0;10.1
NABZUE;2024061415;24.8;165;18.9;0.0;10.4
NABZUE;2024061416;16.9;427;19.8;0.0;7.6
NABZUE;2024061417;16.9;215;19.9;0.0;9.0
NABZUE;2024061418;15.8;157;19.8;0.0;8.3
NABZUE;2024061419;18.0;38;19.2;0.0;8.3
NABZUE;2024061420;14.8;1;18.7;0.0;7.6
NABZUE;2024061421;10.4;0;18.5;0.0;4.3
NABZUE;2024061422;7.2;0;18.1;0.0;4.0
NABZUE;2024061423;13.0;0;17.8;0.0;5.8
NABZUE;2024061500;9.4;0;17.2;0.0;4.0
NABZUE;2024061501;20.5;0;17.1;0.0;10.4
NABZUE;2024061502;16.2;-1;17.0;0.0;6.8
NABZUE;2024061503;34.6;-2;16.0;1.2;12.6
NABZUE;2024061504;40.7;1;14.4;4.1;16.2
NABZUE;2024061505;25.6;9;14.1;2.9;10.8
NABZUE;2024061506;20.9;21;14.0;1.4;7.2
NABZUE;2024061507;21.2;86;14.7;0.3;8.3
NABZUE;2024061508;30.6;188;15.1;0.0;13.7
NABZUE;2024061509;34.6;439;16.0;0.0;14.4
NABZUE;2024061510;31.3;585;17.9;0.0;15.1
NABZUE;2024061511;37.1;460;18.4;0.0;14.8
NABZUE;2024061512;38.5;727;19.7;0.0;12.6
NABZUE;2024061513;34.6;562;20.2;0.0;13.0
NABZUE;2024061514;28.8;241;19.7;0.0;10.4
NABZUE;2024061515;20.2;289;19.8;0.0;7.9
NABZUE;2024061516;21.2;251;19.7;0.0;9.4
NABZUE;2024061517;24.5;140;19.3;0.0;10.1
NABZUE;2024061518;27.7;160;19.4;0.0;14.4
NABZUE;2024061519;21.6;31;18.5;0.0;12.2
NABZUE;2024061520;20.5;1;17.9;0.0;7.6
NABZUE;2024061521;16.9;-1;17.3;0.0;6.5
NABZUE;2024061522;15.1;-1;16.6;0.0;9.4
NABZUE;2024061523;14.8;-1;15.7;0.0;8.3
NABZUE;2024061600;13.0;-1;15.4;0.0;5.4
NABZUE;2024061601;14.0;0;14.9;0.0;5.4
NABZUE;2024061602;13.0;0;14.7;0.0;6.8
NABZUE;2024061603;10.1;0;14.7;0.0;2.9
NABZUE;2024061604;7.2;4;14.4;0.0;3.6
NABZUE;2024061605;7.6;31;14.6;0.0;3.6
NABZUE;2024061606;9.4;109;15.2;0.0;4.7
NABZUE;2024061607;17.6;451;16.2;0.0;7.6
NABZUE;2024061608;15.5;633;17.4;0.0;6.5
NABZUE;2024061609;18.7;610;18.3;0.0;5.8
NABZUE;2024061610;17.6;757;19.2;0.0;6.1
NABZUE;2024061611;18.4;974;20.8;0.0;7.6
NABZUE;2024061612;19.8;936;21.7;0.0;10.8
NABZUE;2024061613;27.0;786;22.4;0.0;9.4
NABZUE;2024061614;19.8;779;22.9;0.0;8.3
NABZUE;2024061615;37.4;682;24.0;0.0;12.6
NABZUE;2024061616;33.8;525;24.4;0.0;14.4
NABZUE;2024061617;25.9;211;23.4;0.0;11.5
NABZUE;2024061618;20.9;177;22.7;0.0;9.0
NABZUE;2024061619;20.5;38;21.6;0.0;11.5
NABZUE;2024061620;18.7;4;20.4;0.0;11.2
NABZUE;2024061621;10.8;-2;19.3;0.0;3.6
NABZUE;2024061622;11.2;-1;18.2;0.0;5.8
NABZUE;2024061623;9.4;-1;17.6;0.0;4.3
NABZUE;2024061700;11.5;0;17.3;0.0;4.0
NABZUE;2024061701;4.7;0;17.4;0.0;2.5
NABZUE;2024061702;8.3;0;17.3;0.0;4.3
NABZUE;2024061703;9.4;0;17.2;0.0;4.7
NABZUE;2024061704;11.5;1;17.2;0.0;5.8
NABZUE;2024061705;16.2;25;17.1;0.3;5.8
NABZUE;2024061706;17.6;138;17.7;0.0;6.8
NABZUE;2024061707;10.8;320;19.0;0.0;5.4
NABZUE;2024061708;12.6;596;20.6;0.0;5.0
NABZUE;2024061709;15.1;556;22.0;0.0;6.1
NABZUE;2024061710;12.6;592;22.6;0.0;4.7
NABZUE;2024061711;20.2;559;24.1;0.0;8.6
NABZUE;2024061712;29.5;226;23.3;0.0;14.8
NABZUE;2024061713;30.6;366;22.8;0.0;16.9
NABZUE;2024061714;32.0;517;22.3;0.0;18.4
NABZUE;2024061715;31.0;553;22.6;0.0;18.0
NABZUE;2024061716;26.6;429;22.1;0.0;13.7
NABZUE;2024061717;24.5;158;21.8;0.0;15.1
NABZUE;2024061718;24.8;205;21.5;0.0;10.1
NABZUE;2024061719;16.2;43;20.5;0.0;6.5
NABZUE;2024061720;10.8;2;20.0;0.0;4.3
NABZUE;2024061721;7.6;-1;19.3;0.0;4.0
NABZUE;2024061722;9.0;-1;18.8;0.0;3.2
NABZUE;2024061723;11.9;0;18.0;0.0;6.1
NABZUE;2024061800;-;-;17.2;0.3;-
NABZUE;2024061801;-;-;16.5;0.0;-
NABZUE;2024061802;-;-;16.0;0.0;-
NABZUE;2024061803;-;-;15.6;0.0;-
NABZUE;2024061804;-;-;15.4;0.0;-
NABZUE;2024061805;-;-;15.3;0.0;-
NABZUE;2024061806;-;-;16.3;0.0;-
NABZUE;2024061807;-;-;18.0;0.0;-
NABZUE;2024061808;-;-;19.9;0.0;-
NABZUE;2024061809;-;-;22.5;0.0;-
NABZUE;2024061810;-;-;24.8;0.0;-
NABZUE;2024061811;-;-;27.5;0.0;-
NABZUE;2024061812;-;-;29.4;0.0;-
NABZUE;2024061813;-;-;30.9;0.0;-
NABZUE;2024061814;-;-;31.2;0.0;-
NABZUE;2024061815;-;-;31.5;0.0;-
NABZUE;2024061816;-;-;31.6;0.0;-
NABZUE;2024061817;-;-;31.5;0.0;-
NABZUE;2024061818;-;-;30.1;0.0;-
NABZUE;2024061819;-;-;29.1;0.0;-
NABZUE;2024061820;-;-;27.1;0.0;-
NABZUE;2024061821;-;-;25.3;0.0;-
NABZUE;2024061822;7.2;-2;24.0;0.0;2.5
NABZUE;2024061823;8.6;-2;22.4;0.0;2.9
NABZUE;2024061900;9.0;-1;21.9;0.0;3.6
NABZUE;2024061901;6.1;-1;21.2;0.0;3.2
NABZUE;2024061902;18.4;-1;20.6;0.0;6.8
NABZUE;2024061903;8.6;-1;20.3;0.0;3.6
NABZUE;2024061904;9.4;5;19.9;0.0;5.0
NABZUE;2024061905;9.7;72;20.1;0.0;4.7
NABZUE;2024061906;13.7;228;21.4;0.0;6.5
NABZUE;2024061907;15.8;401;22.8;0.0;8.3
NABZUE;2024061908;20.5;571;24.4;0.0;8.6
NABZUE;2024061909;18.0;730;25.9;0.0;6.5
NABZUE;2024061910;14.8;824;27.1;0.0;6.1
NABZUE;2024061911;24.5;897;28.3;0.0;11.5
NABZUE;2024061912;22.7;922;29.1;0.0;10.8
NABZUE;2024061913;28.8;926;30.3;0.0;11.2
NABZUE;2024061914;21.2;830;30.9;0.0;8.3
NABZUE;2024061915;26.6;703;31.3;0.0;11.5
NABZUE;2024061916;28.1;540;31.1;0.0;16.2
NABZUE;2024061917;27.0;366;30.2;0.0;16.2
NABZUE;2024061918;19.8;218;29.5;0.0;10.4
NABZUE;2024061919;60.1;47;26.5;1.3;14.0
NABZUE;2024061920;14.0;3;23.2;0.0;5.0
NABZUE;2024061921;14.0;-1;23.2;0.0;5.4
NABZUE;2024061922;14.8;-1;22.6;0.0;6.5
NABZUE;2024061923;17.6;-1;22.1;0.0;9.7
NABZUE;2024062000;23.4;-1;21.9;0.0;9.4
NABZUE;2024062001;24.5;0;21.4;0.0;10.1
NABZUE;2024062002;20.9;0;20.5;0.0;10.8
NABZUE;2024062003;16.6;0;20.1;0.0;8.3
NABZUE;2024062004;20.2;3;19.8;0.0;8.6
NABZUE;2024062005;17.6;38;19.8;0.0;8.6
NABZUE;2024062006;16.9;65;19.9;0.0;7.6
NABZUE;2024062007;15.5;72;20.0;0.0;7.2
NABZUE;2024062008;13.7;160;20.2;0.0;6.1
NABZUE;2024062009;15.1;162;20.8;0.0;6.5
NABZUE;2024062010;14.4;247;21.4;0.0;8.3
NABZUE;2024062011;20.9;298;22.3;0.0;10.4
NABZUE;2024062012;25.6;335;23.3;0.0;7.2
NABZUE;2024062013;16.9;525;24.8;0.0;7.2
NABZUE;2024062014;15.5;606;25.8;0.0;6.5
NABZUE;2024062015;25.9;407;25.2;0.0;13.0
NABZUE;2024062016;19.8;287;25.2;0.0;9.4
NABZUE;2024062017;16.9;272;25.8;0.0;6.5
NABZUE;2024062018;19.8;66;26.0;0.0;9.7
NABZUE;2024062019;24.1;45;25.0;0.0;10.4
NABZUE;2024062020;20.9;4;23.4;0.0;7.9
NABZUE;2024062021;9.0;-1;22.4;0.0;3.2
NABZUE;2024062022;13.3;-1;21.8;0.0;5.0
NABZUE;2024062023;10.1;-1;21.0;0.0;4.3
NABZUE;2024062100;11.2;-1;20.5;0.0;5.0
NABZUE;2024062101;16.2;0;20.1;0.0;6.8
NABZUE;2024062102;18.7;0;19.6;0.0;7.6
NABZUE;2024062103;14.8;0;19.5;0.0;5.4
NABZUE;2024062104;18.4;6;19.0;0.0;10.1
NABZUE;2024062105;34.6;16;18.9;0.8;12.6
NABZUE;2024062106;21.6;93;18.7;0.0;5.8
NABZUE;2024062107;29.9;30;19.6;0.0;6.1
NABZUE;2024062108;13.3;59;20.0;0.0;3.2
NABZUE;2024062109;14.8;51;19.5;0.3;6.1
NABZUE;2024062110;29.5;78;19.2;0.6;10.1
NABZUE;2024062111;24.8;313;19.7;0.1;7.2
NABZUE;2024062112;14.0;400;20.4;0.0;4.3
NABZUE;2024062113;21.6;197;20.2;0.0;8.6
NABZUE;2024062114;21.6;116;19.4;0.9;9.0
NABZUE;2024062115;17.3;75;18.5;5.9;5.4
NABZUE;2024062116;23.4;18;18.2;4.1;11.2
NABZUE;2024062117;25.2;3;17.2;3.8;12.2
NABZUE;2024062118;27.7;59;16.7;1.6;14.8
NABZUE;2024062119;23.4;24;17.0;0.0;7.9
NABZUE;2024062120;11.9;-3;16.9;0.1;5.4
NABZUE;2024062121;18.4;-2;16.6;0.1;10.8
NABZUE;2024062122;22.0;-2;16.3;1.3;10.1
NABZUE;2024062123;20.2;-2;16.2;0.1;6.8
NABZUE;2024062200;21.2;-3;16.0;1.8;6.1
NABZUE;2024062201;19.1;-3;15.8;0.2;5.0
NABZUE;2024062202;12.2;-4;16.0;0.0;4.0
NABZUE;2024062203;11.9;-4;15.6;0.0;4.3
NABZUE;2024062204;13.7;4;15.9;0.0;6.1
NABZUE;2024062205;20.2;35;15.6;0.0;10.4
NABZUE;2024062206;23.8;254;16.3;0.0;10.8
NABZUE;2024062207;18.4;208;17.0;0.0;9.7
NABZUE;2024062208;22.3;519;18.3;0.0;10.8
NABZUE;2024062209;24.8;320;18.5;0.0;12.6
NABZUE;2024062210;26.3;244;19.0;0.2;7.9
NABZUE;2024062211;42.1;80;15.6;4.2;18.0
NABZUE;2024062212;39.2;114;14.8;0.3;19.1
NABZUE;2024062213;32.0;124;14.9;1.9;16.9
NABZUE;2024062214;24.5;38;14.0;4.1;9.0
NABZUE;2024062215;11.9;60;13.8;3.8;5.8
NABZUE;2024062216;12.6;55;13.9;0.8;4.7
NABZUE;2024062217;17.6;21;14.0;1.9;7.9
NABZUE;2024062218;15.5;53;14.3;0.0;7.6
NABZUE;2024062219;11.9;18;14.3;0.0;6.5
NABZUE;2024062220;19.1;5;14.2;0.0;9.7
NABZUE;2024062221;16.9;-3;14.0;0.0;7.6
NABZUE;2024062222;16.6;-2;14.0;0.0;7.2
NABZUE;2024062223;9.4;-4;13.9;0.0;4.0
NABZUE;2024062300;11.5;-3;13.7;0.0;5.0
NABZUE;2024062301;7.6;-4;13.6;0.0;3.2
NABZUE;2024062302;8.3;-4;13.7;0.0;3.6
NABZUE;2024062303;11.2;-4;13.7;0.0;5.0
NABZUE;2024062304;9.7;-2;13.6;0.0;4.0
NABZUE;2024062305;8.6;23;13.6;0.0;4.7
NABZUE;2024062306;9.0;63;13.9;0.0;3.6
NABZUE;2024062307;7.9;242;14.7;0.0;2.9
NABZUE;2024062308;19.8;397;15.9;0.0;7.6
NABZUE;2024062309;15.8;241;16.1;0.0;7.2
NABZUE;2024062310;28.1;358;16.9;0.0;10.8
NABZUE;2024062311;20.2;366;17.1;0.0;8.3
NABZUE;2024062312;26.3;259;17.8;0.0;10.1
NABZUE;2024062313;28.1;408;18.6;0.0;11.5
NABZUE;2024062314;27.0;365;19.3;0.0;11.9
NABZUE;2024062315;21.6;230;19.3;0.0;9.7
NABZUE;2024062316;22.3;212;19.4;0.0;10.1
NABZUE;2024062317;16.2;135;19.5;0.0;6.8
NABZUE;2024062318;10.4;57;19.4;0.0;4.3
NABZUE;2024062319;7.2;27;19.4;0.0;3.2
NABZUE;2024062320;5.8;5;19.3;0.0;2.9
NABZUE;2024062321;6.1;-1;18.9;0.0;3.2
NABZUE;2024062322;10.4;-1;18.1;0.0;4.0
NABZUE;2024062323;10.1;0;17.9;0.0;5.4
NABZUE;2024062400;15.1;0;17.6;0.0;6.1
NABZUE;2024062401;11.9;-1;17.4;0.0;5.0
NABZUE;2024062402;11.2;-1;17.4;0.0;4.3
NABZUE;2024062403;14.4;0;17.0;0.0;6.5
NABZUE;2024062404;13.3;5;16.5;0.0;5.4
NABZUE;2024062405;14.4;64;16.4;0.0;7.2
NABZUE;2024062406;10.1;247;17.3;0.0;5.0
NABZUE;2024062407;24.1;300;18.3;0.0;8.3
NABZUE;2024062408;27.4;500;19.7;0.0;11.2
NABZUE;2024062409;32.8;631;21.7;0.0;11.2
NABZUE;2024062410;37.4;662;23.1;0.0;14.4
NABZUE;2024062411;33.8;481;24.0;0.0;11.5
NABZUE;2024062412;32.8;458;24.7;0.0;14.8
NABZUE;2024062413;33.5;562;25.5;0.0;14.4
NABZUE;2024062414;33.8;601;26.1;0.0;14.0
NABZUE;2024062415;38.2;608;27.0;0.0;16.6
NABZUE;2024062416;37.4;470;27.1;0.0;15.1
NABZUE;2024062417;34.9;311;26.8;0.0;15.5
NABZUE;2024062418;33.1;221;26.2;0.0;13.7
NABZUE;2024062419;26.3;63;25.3;0.0;10.1
NABZUE;2024062420;22.7;4;24.2;0.0;11.2
NABZUE;2024062421;23.0;-2;23.0;0.0;11.2
NABZUE;2024062422;26.6;-2;22.0;0.0;12.2
NABZUE;2024062423;19.8;-1;20.9;0.0;8.6
NABZUE;2024062500;17.3;-1;20.0;0.0;5.4
NABZUE;2024062501;16.9;-1;19.6;0.0;8.3
NABZUE;2024062502;14.8;-1;19.1;0.0;7.9
NABZUE;2024062503;16.9;-1;18.7;0.0;9.4
NABZUE;2024062504;13.0;5;18.0;0.0;6.8
NABZUE;2024062505;15.5;80;18.1;0.0;8.3
NABZUE;2024062506;15.8;232;19.0;0.0;7.6
NABZUE;2024062507;16.9;404;20.2;0.0;7.6
NABZUE;2024062508;15.8;572;21.5;0.0;7.6
NABZUE;2024062509;19.8;723;22.9;0.0;8.6
NABZUE;2024062510;22.7;836;24.1;0.0;8.3
NABZUE;2024062511;25.2;887;25.2;0.0;9.4
NABZUE;2024062512;23.0;891;26.3;0.0;9.4
NABZUE;2024062513;24.8;910;27.2;0.0;10.1
NABZUE;2024062514;24.8;848;27.8;0.0;9.7
NABZUE;2024062515;25.2;518;27.9;0.0;10.8
NABZUE;2024062516;30.6;406;27.9;0.0;11.5
NABZUE;2024062517;51.5;148;25.6;0.5;19.4
NABZUE;2024062518;36.0;40;20.5;0.0;16.9
NABZUE;2024062519;27.4;41;19.3;0.0;10.8
NABZUE;2024062520;16.2;5;19.0;0.0;7.2
NABZUE;2024062521;14.8;-1;18.7;0.0;6.8
NABZUE;2024062522;11.2;-1;18.3;0.0;5.4
NABZUE;2024062523;7.9;-1;17.8;0.0;4.3
NABZUE;2024062600;10.8;-1;17.5;0.0;6.1
NABZUE;2024062601;10.4;-1;17.5;0.0;5.0
NABZUE;2024062602;11.2;-1;17.5;0.0;4.7
NABZUE;2024062603;10.8;-1;17.3;0.0;5.8
NABZUE;2024062604;9.7;3;17.1;0.0;4.0
NABZUE;2024062605;13.7;18;17.5;0.0;4.3
NABZUE;2024062606;15.8;71;18.2;0.0;6.8
NABZUE;2024062607;22.3;75;18.8;0.0;7.2
NABZUE;2024062608;14.8;35;19.1;0.0;5.8
NABZUE;2024062609;14.4;39;18.6;0.1;6.5
NABZUE;2024062610;14.8;25;18.3;0.5;7.2
NABZUE;2024062611;12.6;298;18.5;0.5;4.3
NABZUE;2024062612;20.5;802;21.1;0.0;8.6
NABZUE;2024062613;18.4;710;23.1;0.0;7.6
NABZUE;2024062614;20.5;812;24.6;0.0;9.7
NABZUE;2024062615;21.6;766;25.4;0.0;10.4
NABZUE;2024062616;25.6;549;25.8;0.0;11.5
NABZUE;2024062617;22.7;222;25.1;0.0;10.4
NABZUE;2024062618;47.5;130;23.4;0.0;13.3
NABZUE;2024062619;18.7;27;21.6;0.0;8.6
NABZUE;2024062620;20.2;3;21.6;0.0;10.4
NABZUE;2024062621;13.3;-1;20.3;0.0;6.8
NABZUE;2024062622;13.3;-1;19.9;0.0;5.4
NABZUE;2024062623;15.8;-1;19.4;0.0;6.5
NABZUE;2024062700;15.1;-1;18.9;0.0;6.8
NABZUE;2024062701;10.4;0;18.7;0.0;4.3
NABZUE;2024062702;6.5;-1;18.6;0.0;3.2
NABZUE;2024062703;5.4;-1;18.4;0.0;2.9
NABZUE;2024062704;15.1;4;18.1;0.0;2.9
